tour,season,tournament_id,tournament_name,par,yards,course,location
euro,2016,2016003,EURASIA CUP presented by DRB-HICOM,,,Glenmarie G & CC," Kuala Lumpur, Malaysia"
euro,2016,2016004,Abu Dhabi HSBC Golf Championship,,,Abu Dhabi GC," Abu Dhabi, UAE"
euro,2016,2016006,Commercial Bank Qatar Masters,,,Doha GC," Doha, Qatar"
euro,2016,2016008,Omega Dubai Desert Classic,,,Emirates GC," Dubai, UAE"
euro,2016,2016010,Tshwane Open,,,Pretoria CC," Waterkloof, South Africa"
euro,2016,2016012,Maybank Championship Malaysia,,,Royal Selangor GC," Kuala Lumpur, Malaysia"
euro,2016,2016014,ISPS HANDA Perth International,,,Lake Karrinyup CC," Perth, Australia"
euro,2016,2016018,True Thailand Classic presented by Chang,,,Black Mountain GC," Hua Hin, Thailand"
euro,2016,2016020,Hero Indian Open,,,Delhi GC," New Delhi, India"
euro,2016,2016028,"Real Club Valderrama Open de España, hosted by the Sergio Garcia Foundation",,,Real Club Valderrama," Sotogrande, Spain"
euro,2016,2016030,Shenzhen International,,,Genzon GC," Shenzhen, China"
euro,2016,2016032,Volvo China Open,,,Topwin Golf & CC," Beijing, China"
euro,2016,2016034,Trophée Hassan II,,,Royal Golf Dar Es Salam," Rabat, Morocco"
euro,2016,2016036,AfrAsia Bank Mauritius Open,,,Four Seasons GC Mauritius at Anahita," Beau Champ, Mauritius"
euro,2016,2016038,Dubai Duty Free Irish Open hosted by the Rory Foundation,,,The K Club," Straffan, Co. Kildare, Ireland"
euro,2016,2016040,BMW PGA Championship,,,Wentworth Golf Club," Virginia Water, Surrey, England"
euro,2016,2016042,Nordea Masters,,,Bro Hof Slott GC," Stockholm, Sweden"
euro,2016,2016044,Lyoness Open powered by Sporthilfe Cashback Card,,,Diamond CC," Atzenbrugg, near Vienna, Austria"
euro,2016,2016048,BMW International Open,,,Golf Club Gut Lärchenhof," Cologne, Germany"
euro,2016,2016050,100th Open de France,,,Le Golf National," Paris, France"
euro,2016,2016052,Aberdeen Asset Management Scottish Open,,,Castle Stuart Golf Links," Inverness, Scotland"
euro,2016,2016056,King’s Cup presented by PTT Group,,,Phoenix Gold Golf Club," Pattaya, Thailand"
euro,2016,2016060,Aberdeen Asset Management Paul Lawrie Match Play,,,Archerfield," East Lothian, Scotland"
euro,2016,2016062,Olympic Men's Golf Competition,,,Olympic Golf Course," Rio de Janeiro, Brazil"
euro,2016,2016064,D+D REAL Czech Masters,,,Albatross Golf Resort," Prague, Czech Republic"
euro,2016,2016066,Made In Denmark,,,HimmerLand," Farsø, Denmark"
euro,2016,2016068,Omega European Masters,,,Crans-sur-Sierre GC," Crans Montana, Switzerland"
euro,2016,2016070,KLM Open,,,The Dutch," Spijk, Netherlands"
euro,2016,2016072,Italian Open,,,Golf Club Milano," Parco Reale di Monza, Italy"
euro,2016,2016074,Porsche European Open,,,Golf Resort Bad Griesbach," Bad Griesbach, Germany"
euro,2016,2016078,Alfred Dunhill Links Championship,,,Old Course St. Andrews," Carnoustie & Kingsbarns, Scotland"
euro,2016,2016094,Fiji International,,,Kingsbarns Golf Links," Kingsbarns, Scotland"
euro,2016,2016080,British Masters supported by Sky Sports,,,Carnoustie," Angus, Scotland"
euro,2016,2016082,Portugal Masters,,,Natadola Bay GC," Natadola, Fiji"
euro,2016,2016086,Turkish Airlines Open,,,Dom Pedro Victoria Golf Course," Vilamoura, Portugal"
euro,2016,2016088,Nedbank Golf Challenge hosted by Gary Player,,,Sheshan International GC," Shanghai, China"
euro,2016,2016090,"DP World Tour Championship, Dubai",,,Regnum Carya Golf & Spa Resort," Antalya, Turkey"
euro,2016,2015094,Nedbank Golf Challenge,,,Kingston Heath GC," Melbourne, Australia"
ct,2020,2020706,Limpopo Championship,,,Euphoria GC," Modimolle, South Africa"
ct,2020,2020708,RAM Cape Town Open,,,Royal Cape GC," Cape Town, South Africa"
ct,2020,2020710,Dimension Data Pro-Am,,,Fancourt Golf Estate," George, South Africa"
ct,2020,2020731,Austrian Open,,,Diamond CC," Atzenbrugg, near Vienna, Austria"
ct,2020,2020732,Euram Bank Open,,,GC Adamstal," Ramsau, Austria"
ct,2020,2020300,Northern Ireland Open supported by The R&A,,,Galgorm Castle Golf Club," Ballymena, Northern Ireland"
ct,2020,2020750,Open de Portugal at Royal Óbidos,,,Royal Óbidos Spa & Golf Resort," Vau Óbidos, Portugal"
ct,2020,2020726,Italian Challenge Open Eneos Motor Oil,,,Golf Club Castelconturbia," Agrate Conturbia, Italy"
ct,2020,2020301,Andalucía Challenge de España,,,Iberostar Real Club de Golf Novo Sancti Petri," Cadiz, Spain"
ct,2020,2020302,Andalucía Challenge de Cádiz,,,Iberostar Real Club de Golf Novo Sancti Petri," Cadiz, Spain"
ct,2020,2020762,Challenge Tour Grand Final,,,T-Golf & Country Club," Mallorca, Baleares, Spain"
ct,2019,2019810,Jordan Mixed Open Presented By Ayla,,,Ayla Golf Club," Aqaba, Jordan"
ct,2019,2019732,Turkish Airlines Challenge,,,Samsun GC," Atakum, Samsun, Turkey"
ct,2019,2019728,Challenge de España,,,Izki Golf," Urturi, Alava Province, Spain"
ct,2019,2019730,Prague Golf Challenge,,,Prague City Golf," Prague, Czech Republic"
