player_name,avg_dk_pts_gained,min_dk_pts_gained,max_dk_pts_gained,win_dk,top5_dk,top10_dk,top20_dk,tournament_id,sim_type
Justin Harding,8.687126323068382,-19.95708962531865,51.885981733666114,3.18,12.83,23.080000000000002,38.57,401056528,non_adjusted
Xander Schauffele,7.6965166832040754,-20.97594184094318,59.20087463042497,2.93,11.690000000000001,20.43,34.870000000000005,401056528,non_adjusted
Matt Wallace,6.821660767121748,-22.795128377484183,59.14146360770792,2.4899999999999998,10.66,19.32,32.9,401056528,non_adjusted
Patrick Cantlay,7.107341464998344,-19.03145062378457,49.17603271338706,2.3800000000000003,10.33,18.63,32.6,401056528,non_adjusted
Sungjae Im,6.996507682553508,-24.006699956550815,48.24854335602749,2.12,9.76,18.45,32.42,401056528,non_adjusted
Webb Simpson,6.8088612841050375,-19.790529385278138,51.626418245244594,2.48,10.489999999999998,18.529999999999998,32.08,401056528,non_adjusted
Matthew Fitzpatrick,6.271935100476711,-23.81006933018634,49.146757105075025,1.8599999999999999,9.27,16.96,30.159999999999997,401056528,non_adjusted
Marc Leishman,5.579818522804768,-23.469791654659637,55.466748350845144,1.6,8.09,15.010000000000002,27.93,401056528,non_adjusted
Francesco Molinari,5.793152507576111,-19.018425821976663,42.22550854164697,1.3,7.049999999999999,14.29,27.589999999999996,401056528,non_adjusted
Wyndham Clark,5.00930485077742,-18.1121092084031,52.57152435185772,1.37,7.049999999999999,13.600000000000001,25.72,401056528,non_adjusted
Lucas Glover,5.041627836206662,-23.687913791279165,47.26104932752527,0.9299999999999999,6.02,12.67,25.540000000000003,401056528,non_adjusted
Eddie Pepperell,4.647204185658732,-22.045593059765697,51.196175343309584,1.22,6.1,12.659999999999998,24.990000000000002,401056528,non_adjusted
Sam Burns,4.547024894872482,-22.467472044489888,58.00001829504572,2.17,7.99,14.05,24.959999999999997,401056528,non_adjusted
Jason Kokrak,4.391536951604028,-23.52359150600232,47.23432044074521,1.5,6.81,13.139999999999999,24.13,401056528,non_adjusted
Matt Kuchar,4.679297316441057,-18.01412823365987,47.02036218015879,0.9900000000000001,5.75,12,23.96,401056528,non_adjusted
Shane Lowry,4.166770433188521,-22.09665603173536,46.313043655462344,1,5.34,11.53,22.8,401056528,non_adjusted
Harold Varner III,4.116128529851639,-21.013693849379475,43.91381635358802,1.09,5.76,11.37,22.74,401056528,non_adjusted
Ian Poulter,4.551652759329222,-19.239501707509348,39.36394891057005,0.8699999999999999,5.09,10.86,22.67,401056528,non_adjusted
Jordan Spieth,4.137801612650935,-24.530427348387043,46.063238777646205,1.27,5.64,11.04,22.57,401056528,non_adjusted
Luke List,3.7663217549692813,-20.097624454176948,49.121982202751084,1,5.71,11.3,21.82,401056528,non_adjusted
Roger Sloan,3.650065012417123,-25.781987863712004,51.630650418887505,1.1400000000000001,5.949999999999999,11.44,21.69,401056528,non_adjusted
Keith Mitchell,3.543139792241773,-23.92768809412728,46.349681398741296,1.17,5.800000000000001,11.450000000000001,21.529999999999998,401056528,non_adjusted
Byeong Hun An,3.9066856706784012,-20.08169089892609,47.84422337423936,0.8699999999999999,5.24,10.489999999999998,21.52,401056528,non_adjusted
Charles Howell III,3.581102802969028,-20.960436149481815,42.96509935434918,0.84,4.87,10.190000000000001,21.02,401056528,non_adjusted
Ryan Palmer,3.103106046369327,-22.44224116922448,47.02823973634473,0.9900000000000001,5.25,10.35,20.9,401056528,non_adjusted
Adam Long,3.241224096334259,-24.037467587499425,49.407672003508935,1.05,5.52,10.39,20.75,401056528,non_adjusted
Chez Reavie,3.2292744448591457,-19.8652649569269,60.394193609599995,1.0999999999999999,5.75,10.89,20.65,401056528,non_adjusted
Joel Dahmen,3.506024282300202,-21.49679764751609,49.66821973895509,1.05,5.04,10.15,20.36,401056528,non_adjusted
D.J. Trahan,3.1398036823500095,-23.65470615516697,45.61613981616269,1.08,4.87,9.9,20.26,401056528,non_adjusted
J.T. Poston,3.1062061413507673,-22.334603324517786,49.29133879189343,1.06,5.319999999999999,10.059999999999999,20.02,401056528,non_adjusted
Adam Hadwin,3.2405623729467807,-23.616734815121127,48.383611538150745,0.89,4.53,9.69,19.67,401056528,non_adjusted
Zach Johnson,3.1663679119116837,-21.136193498744905,45.872470327413275,0.8099999999999999,4.760000000000001,9.71,19.31,401056528,non_adjusted
Michael Thompson,3.072518071302078,-25.702553985173413,44.41332382271081,0.69,4.26,9.16,19.07,401056528,non_adjusted
