tournament_round_id,hole,umap_1,umap_2,par,yards,adj_field_dk_avg,.cluster,hole_category
2016042_1_3,4,-14.122089385986328,3.824659824371338,3,206,0.7231711254698067,1,medium
2016042_1_3,5,-4.015708923339844,-14.035608291625977,4,469,0.2674749229381612,2,hard
2016042_1_3,6,3.9001617431640625,-10.010148048400879,4,462,0.5712723912925916,2,hard
2016042_1_3,7,-11.074593544006348,-4.512978553771973,3,164,0.4067154292672751,2,hard
2016042_1_3,8,-1.3616716861724854,-10.031949043273926,4,493,0.44469011281157894,2,hard
2016042_1_3,9,-1.7616890668869019,12.369925498962402,5,592,1.5776015052166423,3,easy
2016042_1_3,10,1.9128341674804687,-13.89136791229248,4,440,0.3813989735710726,2,hard
2016042_1_3,11,-10.430685043334961,-1.432403802871704,3,209,0.545955935596389,2,hard
2016042_1_3,12,9.544921875,10.064448356628418,5,574,0.6219053026849966,2,hard
2016042_1_3,13,5.918675899505615,13.76687240600586,5,581,1.0902597330647434,1,medium
2016042_1_3,14,0.609855055809021,-11.611281394958496,4,455,0.45101922673562955,2,hard
2016042_1_3,15,2.0609686374664307,11.022263526916504,5,568,1.925702771039427,3,easy
2016042_1_3,16,-9.53374195098877,-3.3878262042999268,3,212,0.43203188496347766,2,hard
2016042_1_3,17,-10.29491901397705,3.2598416805267334,3,131,0.7168420115457561,1,medium
2016042_1_3,17,-10.29491901397705,3.2598416805267334,3,131,0.7168420115457561,1,medium
2016042_1_3,17,-10.29491901397705,3.2598416805267334,4,131,0.7168420115457561,1,medium
2016042_1_3,17,-10.29491901397705,3.2598416805267334,4,131,0.7168420115457561,1,medium
2016042_1_3,18,-2.6400105953216553,-6.161193370819092,4,432,0.3877280874951232,2,hard
2016042_1_4,1,7.909068584442139,11.571656227111816,5,606,0.8733651826899951,1,medium
2016042_1_4,2,-6.552343845367432,-11.380011558532715,4,487,0.06956771433556475,2,hard
2016042_1_4,3,-0.7933416962623596,-6.180652618408203,4,431,0.4809601193988559,2,hard
2016042_1_4,4,-10.432600975036621,-0.8633854985237122,3,206,0.5695677143355647,2,hard
2016042_1_4,5,-4.52778959274292,-13.624770164489746,4,469,0.20247910674062802,2,hard
2016042_1_4,6,1.0297552347183228,-10.737909317016602,4,462,0.4809601193988559,2,hard
2016042_1_4,7,-9.992488861083984,-5.239343166351318,3,164,0.2910867016773369,2,hard
2016042_1_4,8,4.643650531768799,-7.5206708908081055,4,493,0.6581753092722735,2,hard
2016042_1_4,9,-1.7961806058883667,12.424140930175781,5,592,1.5758968282596155,3,easy
2016042_1_4,10,4.435239315032959,-11.980024337768555,4,440,0.5379221447153115,2,hard
2016042_1_4,11,-10.424476623535156,-1.3318061828613281,3,209,0.5505803725634129,2,hard
2016042_1_4,12,9.357192039489746,10.741557121276855,5,574,0.7214664485127799,1,medium
2016042_1_4,13,3.4709482192993164,14.565055847167969,5,581,1.2467829042089826,1,medium
2016042_1_4,14,3.2785708904266357,-10.673073768615723,4,455,0.5379221447153115,2,hard
2016042_1_4,15,2.0409343242645264,15.991355895996094,5,568,1.2974158156013875,1,medium
2016042_1_4,16,-8.182414054870605,-4.507885456085205,3,212,0.3100740434494888,2,hard
2016042_1_4,17,-9.69749641418457,3.8162448406219482,3,131,0.7910867016773369,1,medium
2016042_1_4,17,-9.69749641418457,3.8162448406219482,3,131,0.7910867016773369,1,medium
2016042_1_4,17,-9.69749641418457,3.8162448406219482,3,131,0.7910867016773369,1,medium
2016042_1_4,17,-9.69749641418457,3.8162448406219482,4,131,0.7910867016773369,1,medium
2016042_1_4,17,-9.69749641418457,3.8162448406219482,4,131,0.7910867016773369,1,medium
2016042_1_4,17,-9.69749641418457,3.8162448406219482,4,131,0.7910867016773369,1,medium
2016042_1_4,17,-9.69749641418457,3.8162448406219482,5,131,0.7910867016773369,1,medium
2016042_1_4,17,-9.69749641418457,3.8162448406219482,5,131,0.7910867016773369,1,medium
2016042_1_4,17,-9.69749641418457,3.8162448406219482,5,131,0.7910867016773369,1,medium
2016042_1_4,18,-3.962207555770874,-7.2167181968688965,4,432,0.27842847382923563,2,hard
2016042_1_4,18,-3.962207555770874,-7.2167181968688965,4,432,0.27842847382923563,2,hard
2016042_1_4,18,-3.962207555770874,-7.2167181968688965,5,432,0.27842847382923563,2,hard
2016042_1_4,18,-3.962207555770874,-7.2167181968688965,5,432,0.27842847382923563,2,hard
2016042_1_4,17,-3.7664146423339844,1.9407979249954224,3,131,0.7910867016773369,1,medium
2016042_1_4,17,-3.7664146423339844,1.9407979249954224,3,131,0.7910867016773369,1,medium
2016042_1_4,17,-3.7664146423339844,1.9407979249954224,3,131,0.7910867016773369,1,medium
2016042_1_4,17,-3.7664146423339844,1.9407979249954224,4,131,0.7910867016773369,1,medium
2016042_1_4,17,-3.7664146423339844,1.9407979249954224,4,131,0.7910867016773369,1,medium
2016042_1_4,17,-3.7664146423339844,1.9407979249954224,4,131,0.7910867016773369,1,medium
2016042_1_4,17,-3.7664146423339844,1.9407979249954224,5,131,0.7910867016773369,1,medium
2016042_1_4,17,-3.7664146423339844,1.9407979249954224,5,131,0.7910867016773369,1,medium
2016042_1_4,17,-3.7664146423339844,1.9407979249954224,5,131,0.7910867016773369,1,medium
2016042_1_4,18,6.552916526794434,6.920468330383301,4,432,0.27842847382923563,2,hard
2016042_1_4,18,6.552916526794434,6.920468330383301,4,432,0.27842847382923563,2,hard
2016042_1_4,18,6.552916526794434,6.920468330383301,5,432,0.27842847382923563,2,hard
2016042_1_4,18,6.552916526794434,6.920468330383301,5,432,0.27842847382923563,2,hard
2016042_1_4,17,7.161827087402344,6.178452968597412,3,131,0.7910867016773369,1,medium
2016042_1_4,17,7.161827087402344,6.178452968597412,3,131,0.7910867016773369,1,medium
2016042_1_4,17,7.161827087402344,6.178452968597412,3,131,0.7910867016773369,1,medium
2016042_1_4,17,7.161827087402344,6.178452968597412,4,131,0.7910867016773369,1,medium
2016042_1_4,17,7.161827087402344,6.178452968597412,4,131,0.7910867016773369,1,medium
2016042_1_4,17,7.161827087402344,6.178452968597412,4,131,0.7910867016773369,1,medium
2016042_1_4,17,7.161827087402344,6.178452968597412,5,131,0.7910867016773369,1,medium
2016042_1_4,17,7.161827087402344,6.178452968597412,5,131,0.7910867016773369,1,medium
2016042_1_4,17,7.161827087402344,6.178452968597412,5,131,0.7910867016773369,1,medium
2016042_1_3,17,-3.8117451667785645,1.8905999660491943,3,131,0.7168420115457561,1,medium
2016042_1_3,17,-3.8117451667785645,1.8905999660491943,3,131,0.7168420115457561,1,medium
2016042_1_3,17,-3.8117451667785645,1.8905999660491943,4,131,0.7168420115457561,1,medium
2016042_1_3,17,-3.8117451667785645,1.8905999660491943,4,131,0.7168420115457561,1,medium
2016042_1_2,17,-3.7940592765808105,1.9137386083602905,3,131,0.8364105324888373,1,medium
2016042_1_2,17,-3.7940592765808105,1.9137386083602905,3,131,0.8364105324888373,1,medium
2016042_1_2,17,-3.7940592765808105,1.9137386083602905,4,131,0.8364105324888373,1,medium
2016042_1_2,17,-3.7940592765808105,1.9137386083602905,4,131,0.8364105324888373,1,medium
2016042_1_2,18,7.7393670082092285,6.765120983123779,4,432,0.7668741086477777,1,medium
2016042_1_2,18,7.7393670082092285,6.765120983123779,4,432,0.7668741086477777,1,medium
2016042_1_2,18,7.7393670082092285,6.765120983123779,5,432,0.7668741086477777,1,medium
2016042_1_2,18,7.7393670082092285,6.765120983123779,5,432,0.7668741086477777,1,medium
2016044_1_2,6,-10.934829711914063,-4.6305999755859375,3,159,0.3986770520778253,2,hard
2016042_1_1,17,-3.7885589599609375,1.919333815574646,3,131,0.9913687454819332,1,medium
2016042_1_1,17,-3.7885589599609375,1.919333815574646,3,131,0.9913687454819332,1,medium
2016042_1_1,17,-3.7885589599609375,1.919333815574646,4,131,0.9913687454819332,1,medium
2016042_1_1,17,-3.7885589599609375,1.919333815574646,4,131,0.9913687454819332,1,medium
2016042_1_2,16,-3.839527130126953,1.8523911237716675,3,212,0.6874039099722811,2,hard
2016042_1_2,16,-3.839527130126953,1.8523911237716675,3,212,0.6874039099722811,2,hard
2016042_1_2,16,-3.839527130126953,1.8523911237716675,4,212,0.6874039099722811,2,hard
2016042_1_2,16,-3.839527130126953,1.8523911237716675,4,212,0.6874039099722811,2,hard
2016044_1_1,1,1.0819528102874756,10.201244354248047,5,506,1.8246909562280096,3,easy
2016044_1_1,2,-10.74657154083252,-0.3518449068069458,3,202,0.582755472357042,2,hard
2016044_1_1,3,1.8010729551315308,-1.0422264337539673,4,376,0.7021103110667194,2,hard
2016044_1_1,4,-1.728635549545288,15.0455904006958,5,556,1.476303859453816,3,easy
2016044_1_1,5,-2.7173006534576416,-4.6971211433410645,4,405,0.40533611751833226,2,hard
2016044_1_1,6,-10.790117263793945,-4.72228479385376,3,159,0.38275547235704194,2,hard
2016044_1_1,7,-3.101271867752075,-5.079552173614502,4,411,0.3634006336473645,2,hard
2016044_1_1,7,-3.101271867752075,-5.079552173614502,4,411,0.3634006336473645,2,hard
2016044_1_1,7,-3.101271867752075,-5.079552173614502,5,411,0.3634006336473645,2,hard
2016044_1_1,7,-3.101271867752075,-5.079552173614502,5,411,0.3634006336473645,2,hard
2016044_1_1,8,-4.125513553619385,-13.975359916687012,4,468,0.24404579493768713,2,hard
2016044_1_1,9,-5.395057678222656,-11.930761337280273,4,500,0.21178773042155807,2,hard
2016044_1_1,10,-3.424685478210449,-11.020814895629883,4,504,0.3472716013893,2,hard
2016044_1_1,11,-3.7227718830108643,-8.387040138244629,4,437,0.29565869816349355,2,hard
2016044_1_1,12,4.192765235900879,-8.749114036560059,4,474,0.6021103110667194,2,hard
2016044_1_1,13,4.07398796081543,1.81309175491333,4,370,0.9343683755828484,1,medium
2016044_1_1,14,-7.561240196228027,-4.034158706665039,3,225,0.28598127880865487,2,hard
2016044_1_1,14,-7.561240196228027,-4.034158706665039,3,225,0.28598127880865487,2,hard
2016044_1_1,14,-7.561240196228027,-4.034158706665039,4,225,0.28598127880865487,2,hard
2016044_1_1,14,-7.561240196228027,-4.034158706665039,4,225,0.28598127880865487,2,hard
2016044_1_1,15,2.87951922416687,13.9688720703125,5,600,1.344045794937687,1,medium
2016044_1_1,16,9.130305290222168,10.62887191772461,5,591,0.7408199884860742,1,medium
2016044_1_1,17,-3.181819438934326,-11.536418914794922,4,490,0.3375941820344613,2,hard
2016044_1_1,18,-11.183953285217285,-5.459414482116699,3,184,0.40211031106671935,2,hard
2016044_1_2,1,0.23580768704414368,14.00632095336914,5,506,1.650332681216898,3,easy
2016044_1_2,2,-8.439631462097168,-5.268502235412598,3,202,0.292716787177163,2,hard
2016044_1_2,3,-2.80855655670166,-2.6762192249298096,4,376,0.40198831035597093,2,hard
2016044_1_2,4,1.7813470363616943,16.43813133239746,5,556,1.2761604957864345,1,medium
2016044_1_2,5,1.69296395778656,-3.0109355449676514,4,405,0.6470214229387524,2,hard
2016044_1_2,7,-5.289858818054199,-8.100824356079102,4,411,0.1437101646606067,2,hard
2016044_1_2,7,-5.289858818054199,-8.100824356079102,4,411,0.1437101646606067,2,hard
2016044_1_2,7,-5.289858818054199,-8.100824356079102,5,411,0.1437101646606067,2,hard
2016044_1_2,7,-5.289858818054199,-8.100824356079102,5,411,0.1437101646606067,2,hard
2016044_1_2,8,-5.7776947021484375,-11.772261619567871,4,468,0.16688897260762658,2,hard
2016044_1_2,9,-5.348363876342773,-11.949886322021484,4,500,0.2198691050579577,2,hard
2016044_1_2,9,-5.348363876342773,-11.949886322021484,4,500,0.2198691050579577,2,hard
2016044_1_2,9,-5.348363876342773,-11.949886322021484,5,500,0.2198691050579577,2,hard
2016044_1_2,9,-5.348363876342773,-11.949886322021484,5,500,0.2198691050579577,2,hard
2016044_1_2,10,2.3009934425354004,-8.020133018493652,4,504,0.5410611580380902,2,hard
2016044_1_2,11,-5.5329508781433105,-9.938498497009277,4,437,0.12384261499173253,2,hard
2016044_1_2,11,-5.5329508781433105,-9.938498497009277,4,437,0.12384261499173253,2,hard
2016044_1_2,11,-5.5329508781433105,-9.938498497009277,5,437,0.12384261499173253,2,hard
2016044_1_2,11,-5.5329508781433105,-9.938498497009277,5,437,0.12384261499173253,2,hard
2016044_1_2,12,3.3099923133850098,-9.071866035461426,4,474,0.5675512242632558,2,hard
2016044_1_2,13,2.6169817447662354,0.192344531416893,4,370,0.782783012342726,1,medium
2016044_1_2,13,2.6169817447662354,0.192344531416893,4,370,0.782783012342726,1,medium
2016044_1_2,13,2.6169817447662354,0.192344531416893,5,370,0.782783012342726,1,medium
2016044_1_2,13,2.6169817447662354,0.192344531416893,5,370,0.782783012342726,1,medium
2016044_1_2,14,-6.938687324523926,-4.334306240081787,3,225,0.20331281366722925,2,hard
2016044_1_2,15,9.25922679901123,9.513477325439453,5,600,0.49801480042219615,2,hard
2016044_1_2,16,4.740311622619629,14.096488952636719,5,591,1.1105975818791496,1,medium
2016044_1_2,17,-6.799695014953613,-10.632376670837402,4,490,-0.048342815471843624,2,hard
2016044_1_2,18,-10.254240989685059,-5.694366931915283,3,184,0.35563069446193124,2,hard
2016044_1_3,1,1.8073134422302246,9.718756675720215,5,506,1.9006986664692596,3,easy
2016044_1_3,2,-10.953384399414063,-1.0879185199737549,3,202,0.5673653331359263,2,hard
2016044_1_3,3,4.223062515258789,3.504396438598633,4,376,1.067365333135926,1,medium
2016044_1_3,4,0.8723219037055969,11.716208457946777,5,556,1.7870623028328958,3,easy
2016044_1_3,5,-0.17747989296913147,-3.6101207733154297,4,405,0.5597895755601687,2,hard
2016044_1_3,6,-7.65212345123291,7.7202253341674805,3,159,1.196153211923805,1,medium
2016044_1_3,7,1.536820650100708,-3.4703569412231445,4,411,0.6203956361662293,2,hard
2016044_1_3,8,-0.48124557733535767,-11.09256649017334,4,468,0.43100169677228983,2,hard
2016044_1_3,9,4.134389400482178,-7.582643032073975,4,500,0.6355471513177444,2,hard
2016044_1_3,10,1.8477336168289185,-8.10765266418457,4,504,0.499183514954108,2,hard
2016044_1_3,11,9.745660781860352,-6.2087321281433105,4,437,0.7491835149541081,1,medium
2016044_1_3,12,-0.186366006731987,-10.522860527038574,4,474,0.4537289694995626,2,hard
2016044_1_3,13,3.2798964977264404,3.495194673538208,4,370,1.0749410907116836,1,medium
2016044_1_3,14,-12.191427230834961,7.212014675140381,3,225,0.9310016967722899,1,medium
2016044_1_3,15,-0.3369937837123871,11.245630264282227,5,600,1.8249410907116836,3,easy
2016044_1_3,16,3.390979528427124,14.333367347717285,5,591,1.2416077573783504,1,medium
2016044_1_3,17,4.080723762512207,-7.931258678436279,4,490,0.6203956361662293,2,hard
2016044_1_3,18,-8.969062805175781,7.3903350830078125,3,184,1.0294865452571382,1,medium
2016044_1_4,1,0.2533617615699768,14.956987380981445,5,506,1.4688804846511556,3,easy
2016044_1_4,2,-10.288901329040527,-3.678431749343872,3,202,0.44615321192388296,2,hard
2016044_1_4,3,3.7835404872894287,3.9779813289642334,4,376,1.1279713937420648,1,medium
2016044_1_4,4,2.645984649658203,16.360706329345703,5,556,1.2340319998026708,1,medium
2016044_1_4,5,-1.667849063873291,-4.176839351654053,4,405,0.46888048465115567,2,hard
2016044_1_4,6,-7.394087314605713,7.973361015319824,3,159,1.2340319998026708,1,medium
2016044_1_4,7,4.572927951812744,-2.5940945148468018,4,411,0.7340319998026708,1,medium
2016044_1_4,7,4.572927951812744,-2.5940945148468018,4,411,0.7340319998026708,1,medium
2016044_1_4,7,4.572927951812744,-2.5940945148468018,5,411,0.7340319998026708,1,medium
2016044_1_4,7,4.572927951812744,-2.5940945148468018,5,411,0.7340319998026708,1,medium
2016044_1_4,8,4.775158882141113,-8.952279090881348,4,468,0.6128198785905496,2,hard
2016044_1_4,9,3.5523717403411865,-7.809442043304443,4,500,0.5976683634390345,2,hard
2016044_1_4,10,-2.4614450931549072,-10.323351860046387,4,504,0.40827442404509506,2,hard
2016044_1_4,11,2.258788824081421,-13.172077178955078,4,437,0.4006986664693375,2,hard
2016044_1_4,12,0.6840119957923889,-9.879871368408203,4,474,0.4840319998026708,2,hard
2016044_1_4,13,0.27597492933273315,5.043615341186523,4,370,1.4310016967723678,3,easy
2016044_1_4,14,-8.678011894226074,-2.9729573726654053,3,225,0.41585018162085263,2,hard
2016044_1_4,15,1.3888332843780518,11.026705741882324,5,600,1.9688804846511556,3,easy
2016044_1_4,16,5.955291271209717,13.432623863220215,5,591,1.0597895755602464,1,medium
2016044_1_4,17,0.22873437404632568,-9.44630241394043,4,490,0.4916077573784284,2,hard
2016044_1_4,18,-12.247660636901855,2.3092446327209473,3,184,0.6734259391966102,2,hard
2016044_1_4,7,7.637887001037598,6.736268043518066,4,411,0.7340319998026708,1,medium
2016044_1_4,7,7.637887001037598,6.736268043518066,4,411,0.7340319998026708,1,medium
2016044_1_4,7,7.637887001037598,6.736268043518066,5,411,0.7340319998026708,1,medium
2016044_1_4,7,7.637887001037598,6.736268043518066,5,411,0.7340319998026708,1,medium
2016044_1_2,7,6.247608661651611,6.74674654006958,4,411,0.1437101646606067,2,hard
2016044_1_2,7,6.247608661651611,6.74674654006958,4,411,0.1437101646606067,2,hard
2016044_1_2,7,6.247608661651611,6.74674654006958,5,411,0.1437101646606067,2,hard
2016044_1_2,7,6.247608661651611,6.74674654006958,5,411,0.1437101646606067,2,hard
2016044_1_1,7,6.787145614624023,6.737537860870361,4,411,0.3634006336473645,2,hard
2016044_1_1,7,6.787145614624023,6.737537860870361,4,411,0.3634006336473645,2,hard
2016044_1_1,7,6.787145614624023,6.737537860870361,5,411,0.3634006336473645,2,hard
2016044_1_1,7,6.787145614624023,6.737537860870361,5,411,0.3634006336473645,2,hard
2016044_1_2,13,7.690964698791504,6.539447784423828,4,370,0.782783012342726,1,medium
2016044_1_2,13,7.690964698791504,6.539447784423828,4,370,0.782783012342726,1,medium
2016044_1_2,13,7.690964698791504,6.539447784423828,5,370,0.782783012342726,1,medium
2016044_1_2,13,7.690964698791504,6.539447784423828,5,370,0.782783012342726,1,medium
2016044_1_2,11,5.965820789337158,6.942783832550049,4,437,0.12384261499173253,2,hard
2016044_1_2,11,5.965820789337158,6.942783832550049,4,437,0.12384261499173253,2,hard
2016044_1_2,11,5.965820789337158,6.942783832550049,5,437,0.12384261499173253,2,hard
2016044_1_2,11,5.965820789337158,6.942783832550049,5,437,0.12384261499173253,2,hard
2016044_1_2,9,6.168481826782227,7.189968585968018,4,500,0.2198691050579577,2,hard
2016044_1_2,9,6.168481826782227,7.189968585968018,4,500,0.2198691050579577,2,hard
2016044_1_2,9,6.168481826782227,7.189968585968018,5,500,0.2198691050579577,2,hard
2016044_1_2,9,6.168481826782227,7.189968585968018,5,500,0.2198691050579577,2,hard
2016044_1_1,14,-3.8308980464935303,1.7677602767944336,3,225,0.28598127880865487,2,hard
2016044_1_1,14,-3.8308980464935303,1.7677602767944336,3,225,0.28598127880865487,2,hard
2016044_1_1,14,-3.8308980464935303,1.7677602767944336,4,225,0.28598127880865487,2,hard
2016044_1_1,14,-3.8308980464935303,1.7677602767944336,4,225,0.28598127880865487,2,hard
2016048_1_1,1,3.0126678943634033,2.163459300994873,4,357,0.9581544197935715,1,medium
2016048_1_1,2,8.49893856048584,-0.9994688034057617,4,425,0.8491800608192126,1,medium
2016048_1_1,3,-0.5553854703903198,13.568380355834961,5,547,1.6120005736397254,3,easy
2016048_1_1,4,-12.752281188964844,3.14534330368042,3,189,0.7017441633833151,2,hard
2016048_1_1,5,-5.553882598876953,-9.9374237060546875,4,436,0.11200057363972535,2,hard
2016048_1_1,6,-0.49412328004837036,-6.848773956298828,4,435,0.48059031722946893,2,hard
2016048_1_1,7,5.795894622802734,14.131318092346191,5,577,1.0927698044089562,1,medium
2016048_1_1,8,-9.783032417297363,-2.189723014831543,3,215,0.5062313428704946,2,hard
2016048_1_1,9,-2.4807815551757812,-13.644970893859863,4,469,0.30430826594741767,2,hard
2016048_1_1,9,-2.4807815551757812,-13.644970893859863,4,469,0.30430826594741767,2,hard
2016048_1_1,9,-2.4807815551757812,-13.644970893859863,5,469,0.30430826594741767,2,hard
2016048_1_1,9,-2.4807815551757812,-13.644970893859863,5,469,0.30430826594741767,2,hard
2016048_1_1,10,-3.56449294090271,-5.910207271575928,4,417,0.3235390351781869,2,hard
2016048_1_1,11,-12.805449485778809,-0.9567565321922302,3,157,0.5222569838961356,2,hard
2016048_1_1,12,0.9457911252975464,-10.375174522399902,4,465,0.4870005736397253,2,hard
2016048_1_1,13,0.7394012808799744,10.50710391998291,5,519,1.7209749326140844,3,easy
2016048_1_1,14,8.03456974029541,-8.3371000289917,4,455,0.6857185223576742,2,hard
2016048_1_1,15,3.546109914779663,9.679320335388184,5,519,2.079949291588443,3,easy
2016048_1_1,16,-9.920839309692383,7.366772651672363,3,194,0.9677698044089562,1,medium
2016048_1_1,17,-2.016756772994995,-3.430056095123291,4,397,0.4645646762038279,2,hard
2016048_1_1,17,-2.016756772994995,-3.430056095123291,4,397,0.4645646762038279,2,hard
2016048_1_1,17,-2.016756772994995,-3.430056095123291,5,397,0.4645646762038279,2,hard
2016048_1_1,17,-2.016756772994995,-3.430056095123291,5,397,0.4645646762038279,2,hard
2016048_1_1,18,0.042985700070858,-12.32400894165039,4,456,0.41648775312690484,2,hard
2016048_1_1,18,0.042985700070858,-12.32400894165039,4,456,0.41648775312690484,2,hard
2016048_1_1,18,0.042985700070858,-12.32400894165039,5,456,0.41648775312690484,2,hard
2016048_1_1,18,0.042985700070858,-12.32400894165039,5,456,0.41648775312690484,2,hard
2016048_1_2,1,0.6401128172874451,4.504151821136475,4,357,1.3052085391224977,1,medium
2016048_1_2,2,1.7351329326629639,-5.080883979797363,4,425,0.592305313316046,2,hard
2016048_1_2,2,1.7351329326629639,-5.080883979797363,4,425,0.592305313316046,2,hard
2016048_1_2,2,1.7351329326629639,-5.080883979797363,5,425,0.592305313316046,2,hard
2016048_1_2,2,1.7351329326629639,-5.080883979797363,5,425,0.592305313316046,2,hard
2016048_1_2,3,1.503295660018921,11.232048988342285,5,547,1.8471440229934653,3,easy
2016048_1_2,4,-13.125368118286133,4.210865020751953,3,189,0.7374666036386266,1,medium
2016048_1_2,5,5.253842353820801,-12.258139610290527,4,436,0.560047248799917,2,hard
2016048_1_2,6,0.3102026581764221,-6.5262579917907715,4,435,0.4987569262192718,2,hard
2016048_1_2,7,9.395456314086914,10.523897171020508,5,577,0.6955311197676589,2,hard
2016048_1_2,8,-9.65293025970459,-2.670896530151367,3,215,0.4729504746063685,2,hard
2016048_1_2,9,2.220550298690796,-9.685157775878906,4,469,0.527789184283788,2,hard
2016048_1_2,9,2.220550298690796,-9.685157775878906,4,469,0.527789184283788,2,hard
2016048_1_2,9,2.220550298690796,-9.685157775878906,5,469,0.527789184283788,2,hard
2016048_1_2,9,2.220550298690796,-9.685157775878906,5,469,0.527789184283788,2,hard
2016048_1_2,10,4.979404449462891,-2.9434945583343506,4,417,0.7439182165418524,1,medium
2016048_1_2,11,-11.269234657287598,2.642343759536743,3,157,0.6664988617031428,2,hard
2016048_1_2,12,0.2277841418981552,-11.055331230163574,4,465,0.456821442348304,2,hard
2016048_1_2,12,0.2277841418981552,-11.055331230163574,4,465,0.456821442348304,2,hard
2016048_1_2,12,0.2277841418981552,-11.055331230163574,5,465,0.456821442348304,2,hard
2016048_1_2,12,0.2277841418981552,-11.055331230163574,5,465,0.456821442348304,2,hard
2016048_1_2,13,4.2639923095703125,8.124070167541504,5,519,2.6148859584773363,3,easy
2016048_1_2,14,0.15286663174629211,-12.251713752746582,4,455,0.424563377832175,2,hard
2016048_1_2,15,1.47836434841156,10.066718101501465,5,519,1.860047248799917,3,easy
2016048_1_2,16,-12.359246253967285,-3.272022247314453,3,194,0.4987569262192718,2,hard
2016048_1_2,17,-3.054655075073242,-4.049532413482666,4,397,0.3697246681547557,2,hard
2016048_1_2,17,-3.054655075073242,-4.049532413482666,4,397,0.3697246681547557,2,hard
2016048_1_2,17,-3.054655075073242,-4.049532413482666,5,397,0.3697246681547557,2,hard
2016048_1_2,17,-3.054655075073242,-4.049532413482666,5,397,0.3697246681547557,2,hard
2016048_1_2,18,3.467299222946167,-10.522481918334961,4,456,0.5503698294450783,2,hard
2016048_1_3,1,-2.290452718734741,-1.8499504327774048,4,357,0.4289353640996817,2,hard
2016048_1_3,2,-2.9867777824401855,-6.037571907043457,4,425,0.37259733593066763,2,hard
2016048_1_3,3,-0.9837815165519714,15.086959838867188,5,547,1.4641466317053156,3,easy
2016048_1_3,4,-12.773734092712402,3.071845054626465,3,189,0.6894987443813718,2,hard
2016048_1_3,5,10.29638385772705,-7.995258808135986,4,436,0.7106255049447521,1,medium
2016048_1_3,6,4.882268905639648,-12.3101167678833,4,435,0.5486536739588367,2,hard
2016048_1_3,7,8.960320472717285,11.454898834228516,5,577,0.8162593077616536,1,medium
2016048_1_3,8,-10.097885131835937,0.24941129982471466,3,215,0.6331607162123578,2,hard
2016048_1_3,9,-3.9873368740081787,-14.009136199951172,4,469,0.2669635331137662,2,hard
2016048_1_3,10,-3.0690321922302246,-5.791565895080566,4,417,0.37259733593066763,2,hard
2016048_1_3,11,-12.728968620300293,-0.24693965911865234,3,157,0.626118462691231,2,hard
2016048_1_3,12,0.9356142282485962,-10.408004760742187,4,465,0.48527339226869576,2,hard
2016048_1_3,13,2.8451147079467773,9.653947830200195,5,519,2.013442406353203,3,easy
2016048_1_3,14,2.97387957572937,-10.758094787597656,4,455,0.5275269133954563,2,hard
2016048_1_3,15,1.287347674369812,15.71133041381836,5,519,1.2317522655081323,1,medium
2016048_1_3,16,-13.610647201538086,4.023247718811035,3,194,0.7247100119870057,1,medium
2016048_1_3,17,0.8921436071395874,5.509775638580322,4,397,1.4359776176208086,3,easy
2016048_1_3,18,-0.4177452027797699,-12.88055419921875,4,456,0.38668184297292113,2,hard
2016048_1_4,1,0.08026628941297531,4.869157314300537,4,357,1.4078086035363018,1,medium
2016048_1_4,2,2.8588457107543945,-4.6489667892456055,4,425,0.6472452232546118,2,hard
2016048_1_4,2,2.8588457107543945,-4.6489667892456055,4,425,0.6472452232546118,2,hard
2016048_1_4,2,2.8588457107543945,-4.6489667892456055,5,425,0.6472452232546118,2,hard
2016048_1_4,2,2.8588457107543945,-4.6489667892456055,5,425,0.6472452232546118,2,hard
2016048_1_4,3,-1.0963070392608643,14.973944664001465,5,547,1.4782311387475695,3,easy
2016048_1_4,4,-12.680627822875977,3.402717351913452,3,189,0.7106255049447525,1,medium
2016048_1_4,5,9.6942596435546875,-1.0916132926940918,4,436,0.8866818429729216,1,medium
2016048_1_4,6,5.053469181060791,-12.352210998535156,4,435,0.5556959274799639,2,hard
2016048_1_4,7,9.367656707763672,10.639893531799316,5,577,0.7035832514236258,1,medium
2016048_1_4,8,-9.89889144897461,-0.06571480631828308,3,215,0.6120339556489779,2,hard
2016048_1_4,9,-5.747101783752441,-11.824394226074219,4,469,0.168371983817992,2,hard
2016048_1_4,10,0.9940244555473328,-4.637110233306885,4,417,0.5768226880433441,2,hard
2016048_1_4,11,-12.748636245727539,-0.43095263838768005,3,157,0.5838649415644709,2,hard
2016048_1_4,12,-0.1673026978969574,-11.460445404052734,4,465,0.4359776176208089,2,hard
2016048_1_4,13,4.628111839294434,9.214081764221191,5,519,2.28104804015602,3,easy
2016048_1_4,14,-4.358997821807861,-12.580693244934082,4,455,0.17541423733911876,2,hard
2016048_1_4,14,-4.358997821807861,-12.580693244934082,4,455,0.17541423733911876,2,hard
2016048_1_4,14,-4.358997821807861,-12.580693244934082,5,455,0.17541423733911876,2,hard
2016048_1_4,14,-4.358997821807861,-12.580693244934082,5,455,0.17541423733911876,2,hard
2016048_1_4,15,0.5630894303321838,15.453919410705566,5,519,1.3655550824095413,1,medium
